FacultyName,Course,Comments,Target,Class,Teaching Pedagogy_terms,Teaching Pedagogy_polarity,Knowledge_terms,Knowledge_polarity,Fair in Assessment_terms,Fair in Assessment_polarity,Experience_terms,Experience_polarity,Behavior_terms,Behavior_polarity
Faculty_46,Digital Logic Design(Th),"Digital Logic Design (DLD) is a captivating subject that opens doors to the intricate world of digital systems and logic circuits. Under the insightful guidance of our instructor at Sukkur IBA University, the learning experience has been truly enriching. The systematic approach and hands-on methodology employed in the DLD course have equipped us with essential skills for designing and understanding digital circuits.

The subject not only delves into theoretical concepts but also offers practical applications, making it highly relevant to real-world scenarios. The engaging teaching style of the instructor fosters a deep understanding of complex topics, creating a positive and conducive learning environment.

Through DLD, we have gained a solid foundation in digital logic, sequential circuits, and the design of digital systems. The emphasis on problem-solving and critical thinking has honed our analytical skills, preparing us for the challenges of the dynamic field of digital electronics.

Overall, DLD has proven to be an invaluable part of our academic journey, thanks to the dedicated efforts of our instructor. The subject has not only expanded our knowledge but has also instilled a passion for the intricacies of digital design.",Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),Good course,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),interesting course,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),Course was too much but easy,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),"Somehow relivent to our field, learnt many new things",Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),NO Comments,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),Very informative subject logical it improves my logics related to circuits,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),Well knowledgeable,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),well Wisher and loyal to jis passion,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),Good,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),No any,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),Course was also good.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),In this course we learned about circuits and implementation of circuits so this course is very helpful.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),Interesting,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),"¿The subject is so interesting , and it helps to build logic design.",Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),"N/A
interesting",Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),course is good,Course,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),"DLD course helps me to understand computer architecture very well thanks to sir it was like cake toppings , very useful course",Course,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),N/a,Course,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),"DLD is very interesting subject and the course as well It helps in understanding the logic or backend of each circuit, program , how they are based on binary and work",Course,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),Interesting course but very lengthy.,Course,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),DLD course is very much beneficial for us in this we have learned a lot about the basic gates of Integrated Circuits and as well logical implementation,Course,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),good,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),Sir has a wonderful methodology.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),Always fair between students and create a great environment for learning.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),Sir was briliant for teaching dld he is good in each and every aspct,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),¿¿the teacher was good he have a skill in his subject i hope he will deliever as deliever to us amazing sir,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),Excellent way of teaching.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),Best teacher,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),issue of change the course in mid with respect to other sections,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),very good teacher,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),teacher was good in taeching and delivering lecture.and help to solve problems related to topics.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),Amazing teacher bearing a great personality.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),Sir is really amazing teacher who make the class like a robots.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),great,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),"Sir is an exceptionally helpful and professional instructor at Sukkur IBA University. His classes consistently commence with unwavering enthusiasm, paving the way for us to develop into professionals in the subject of Digital Logic Design (DLD). Thank you, Sir, for your dedicated guidance and support.",Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),A veery brilliant teacher satisfied from his knowledge and way of teaching,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),very friendly and cooperative,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),He was very capable and good teacher. His teaching method was friendly,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),I have never seen a teacher like Sir Fayazuddin before. Brilliant teacher for this course,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),No Comments,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),Outstanding teacher always good prepared very fair checking and always give response to our questions,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),Sir is perfect for this course 100%,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),A Good teacher,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),I liked the overall behaviour and teaching methods of this teacher.,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),No any,Teacher,Class 2,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),The way teaching was so good.,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),"He is a great teacher and we are lucky to have a teacher like him, he demonstrate every detail of a lecture.",Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),Sir is very intelligent and kind heart personality he always their for every student to coursge snd motivate them. he always maintain decorame of the class and he were not ever feel bored in his class,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),"¿
Sir Fayyazudin is great teacher , his teaching skills and interaction skills so good, Sir  always showed respect towards students and encouraged class participation.",Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),"N/A
wonderful teacher",Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),sir fayaz is best teacher his teaching skills is effective,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),"Sir has very good grip in his subjects sir teaches us very well , i wish sir teaches us more course in near future",Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),N/a,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),sir is very cooperative and humble. his way of teaching and explaining each topic is marvellous throughout  the semester .Sir always maintain the decorum of class/lab and teach us in way that every student understand if anyone student of the class not understand a bit of concept then he start from basic or A and teach again all the concept.,Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),"Excellent teacher, Very cooperative and always prepare for the lecture and very punctual.",Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Th),"Teacher is very polite and humble and his teaching method is best for every student , such a great teache",Teacher,Class 3,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Pr),Good course,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Pr),.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Pr),Nice Course,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Pr),very good subject,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Pr),Good,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Pr),.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Pr),N/Aas,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Pr),Kuch nahe,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Pr),"In the DLD course, I discovered a realm of new knowledge and skills. From understanding fundamental principles to exploring cutting-edge applications, this course opened doors to a world of possibilities, allowing me to grasp concepts that were both innovative and valuable.",Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Pr),COURSE IS WELL DESIGNED,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Pr),.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Pr),More interesting course and learn a lot and enjoys a lot...,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Pr),the course was very informative for us.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Pr),good subject,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Pr),..,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Pr),i am eagerly waiting that where this course is used in our CS field.,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Pr),good,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Pr),nothing,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Pr),Ok,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
Faculty_46,Digital Logic Design(Pr),lab is always difficult and we find it hard to try. but our teacher demonstrated each and every thing well,Course,Class 1,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral,Some term,Neutral
